name,age,weight,height,team_name,team_url,rider_url
Daniel Felipe  Martínez,,63.0,1.72,Red Bull - BORA - hansgrohe (WT),team/red-bull-bora-hansgrohe-2025,rider/daniel-felipe-martinez
